record_id,age_years,income_value,tenure_months,monthly_spend,purchase_rate,order_value,promo_usage_rate,return_rate,browse_minutes,support_contacts,payment_channel,market_area
R02166,62,83.2,1,0.67,0.06,157.05,0.52,0.17,23.42,2,Channel_C,Area_A
R35815,52,27138.18,1,0.0,3.2,35.06,0.26,0.05,50.06,0,Channel_C,Area_A
R48938,24,86665.96,72,582.76,11.06,25.21,,0.14,39.97,0,Channel_A,Area_C
R22964,49,12350.14,2,697.78,12.08,58.49,0.22,0.15,57.53,3,Channel_C,Area_C
R10380,21,118.23,1,3.38,0.11,165.29,0.68,0.29,194.3,2,Channel_C,Area_B
R31453,44,66289.29,72,446.27,14.8,0.17,0.06,0.0,41.54,0,Channel_A,Area_A
R26604,27,0.0,1,,0.08,84.52,0.31,0.08,,1,Channel_B,Area_C
R12838,57,82861.19,72,798.77,10.13,88.12,0.17,0.06,62.35,2,Channel_B,Area_C
R43834,67,0.0,1,0.0,0.0,122.45,0.51,0.05,112.16,2,Channel_C,Area_C
R03423,67,36144.46,52,9.34,0.0,73.71,,0.17,38.61,3,Channel_C,Area_A
R49142,59,0.0,1,,0.0,94.62,0.3,0.29,,0,Channel_B,Area_A
R13837,33,0.0,1,2.02,0.0,163.5,0.4,,18.17,1,Channel_B,Area_A
R01986,38,47883.55,72,430.75,23.55,0.0,0.16,0.08,63.42,0,Channel_C,Area_C
R13727,69,,1,0.0,0.13,104.99,0.52,0.07,0.0,0,Channel_C,Area_C
R20362,67,,1,1.27,0.07,108.3,0.67,0.17,47.41,1,Channel_B,Area_B
R10584,24,58487.92,9,152.59,0.0,142.45,0.7,0.16,79.15,0,Channel_B,Area_A
R31568,64,10508.62,3,5.42,5.82,23.9,0.21,0.13,86.82,1,Channel_A,Area_A
R19975,22,105.65,1,3.46,0.07,107.37,0.35,0.12,42.38,0,Channel_C,Area_B
R35422,60,21168.18,58,3.17,0.14,47.36,0.73,0.05,64.29,4,Channel_A,Area_A
R28065,66,100071.17,72,1038.63,21.52,0.01,0.0,0.3,85.21,2,Channel_A,Area_A
R28392,27,343.34,1,5.53,0.0,108.86,0.66,0.17,28.11,0,Channel_B,Area_A
R04429,45,0.0,1,0.0,0.1,146.17,0.18,0.2,12.87,2,Channel_A,Area_A
R14104,56,182.26,1,0.78,0.0,169.9,0.35,0.08,0.57,1,Channel_C,Area_C
R19495,25,0.0,1,,0.0,151.49,0.23,0.24,,0,Channel_C,Area_B
R30886,37,25801.82,19,122.84,3.66,43.7,0.45,0.22,,0,Channel_A,Area_B
R19624,57,,1,0.0,0.0,158.79,0.4,0.17,46.12,2,Channel_A,Area_A
R34323,23,66622.91,5,396.44,,74.76,0.17,0.04,48.08,1,Channel_A,Area_B
R40800,24,79741.24,72,558.59,10.55,17.83,0.43,0.07,51.28,1,Channel_A,Area_A
R31909,49,,1,0.0,0.0,109.17,0.4,0.24,,3,Channel_A,Area_A
R08630,19,721.47,1,0.12,0.03,140.95,0.43,0.08,10.23,1,Channel_A,Area_A
R04611,54,19289.24,1,0.0,0.0,198.0,,,,0,Channel_A,Area_C
R06437,56,91648.65,72,347.24,8.64,0.0,0.25,0.06,89.42,0,Channel_B,Area_A
R27988,37,81516.72,72,394.27,,0.67,,0.39,76.35,3,Channel_B,Area_B
R44733,57,117223.63,72,1006.16,18.36,1.28,0.08,0.08,118.94,1,Channel_B,Area_C
R34885,58,0.0,1,6.4,0.0,183.3,0.89,0.4,51.48,0,Channel_A,Area_A
R20433,28,112802.16,72,1330.55,19.56,18.13,,0.0,129.95,4,Channel_A,Area_C
R13209,51,3239.12,51,89.49,2.05,55.34,0.16,0.37,50.05,1,Channel_C,Area_C
R48595,68,0.0,1,0.0,0.0,127.77,0.31,0.27,,0,Channel_C,Area_B
R44768,51,46183.54,44,49.49,1.96,43.68,0.2,0.07,160.5,3,Channel_A,Area_A
R07746,23,94441.72,72,1381.08,18.44,37.63,0.1,0.0,95.25,1,Channel_A,Area_B
R47374,36,,1,2.01,0.0,82.45,0.45,,42.17,1,Channel_B,Area_C
R46706,34,0.0,1,421.99,0.02,608.48,0.31,0.16,47.37,4,Channel_A,Area_C
R35200,49,1175.38,1,3.67,0.0,129.03,0.34,0.12,25.98,1,Channel_C,Area_B
R15056,46,98677.48,72,496.01,11.21,11.8,0.25,0.07,27.99,5,Channel_A,Area_A
R46590,39,18033.51,17,26.39,,34.53,0.23,0.07,68.94,1,Channel_A,Area_B
R38089,52,0.0,1,2.61,0.0,170.79,0.65,0.31,3.49,0,Channel_B,Area_A
R08054,54,98207.16,72,973.17,19.57,0.0,0.06,0.14,111.42,0,Channel_A,Area_B
R32307,29,269.32,1,7.13,0.13,98.45,0.58,0.38,0.02,3,Channel_B,Area_A
R48535,54,192693.88,72,1176.39,19.58,19.01,0.0,0.09,86.57,0,Channel_A,Area_A
R04520,53,41293.44,72,295.84,17.81,0.49,0.1,0.17,90.52,1,Channel_C,Area_B
R02753,20,0.0,1,2.75,0.0,77.51,0.26,0.11,47.41,2,Channel_C,Area_A
R40131,18,122338.64,72,1297.14,16.54,50.52,0.26,0.0,107.64,0,Channel_C,Area_A
R18499,35,118604.38,72,1065.75,17.73,6.65,0.0,0.2,87.06,0,Channel_B,Area_C
R17110,36,6154.05,1,86.26,5.67,42.05,0.14,0.1,20.2,4,Channel_B,Area_A
R10911,29,20709.17,1,0.0,1.71,46.27,0.72,,85.92,1,Channel_A,Area_B
R29116,45,42323.72,53,172.44,2.42,71.94,0.5,0.21,51.27,1,Channel_C,Area_A
R48500,70,526.64,1,0.0,0.0,166.72,0.47,0.09,,2,Channel_A,Area_B
R21001,42,0.0,1,6.92,0.0,133.43,0.33,0.27,180.45,3,Channel_A,Area_A
R21070,28,86535.34,72,1246.46,15.74,58.52,0.01,0.13,86.22,0,Channel_A,Area_B
R43708,63,130268.77,50,221.04,0.72,92.91,0.35,0.23,37.11,,Channel_C,Area_A
R08477,50,819.26,1,,0.0,123.04,0.35,0.18,114.93,3,Channel_A,Area_A
R24694,34,64046.12,72,351.99,11.34,1.14,,0.22,94.63,1,Channel_A,Area_A
R14437,33,140271.44,72,504.56,12.62,10.01,0.57,0.11,109.32,,Channel_C,Area_C
R31120,19,1450.86,1,0.0,0.0,89.38,0.66,0.14,3.57,2,Channel_A,Area_A
R24055,40,0.0,1,0.16,0.0,150.04,0.36,0.1,4.87,2,Channel_B,Area_A
R15521,54,,1,73.45,0.86,55.06,0.29,0.46,50.24,,Channel_A,Area_B
R37968,19,59667.58,72,484.44,9.99,9.44,0.29,0.0,27.79,2,Channel_A,Area_C
R35352,56,129.69,1,0.0,0.04,121.03,0.32,0.29,1.0,1,Channel_B,Area_A
R17237,70,564.42,1,0.0,0.0,91.51,0.6,0.19,32.61,1,Channel_A,Area_A
R25507,41,108662.41,39,558.72,22.62,0.92,0.0,0.02,113.21,0,Channel_C,Area_A
R05421,24,79757.14,72,695.7,10.23,38.22,0.19,0.06,28.71,3,Channel_A,Area_A
R43535,35,48479.38,72,323.32,14.23,0.44,0.04,0.01,57.66,3,Channel_A,Area_A
R34707,33,0.0,1,0.0,0.05,138.96,0.27,0.08,28.18,,Channel_B,Area_C
R46442,39,0.0,1,0.0,0.22,182.19,0.59,0.27,50.46,2,Channel_C,Area_A
R03537,58,26633.09,1,0.0,0.28,86.46,0.26,0.09,1.45,0,Channel_A,Area_A
R47357,21,393.83,1,2.38,0.07,110.69,0.41,0.06,,1,Channel_B,Area_A
R06646,70,34.69,1,0.39,0.08,113.96,0.37,0.09,39.77,1,Channel_A,Area_A
R30223,26,121000.42,72,1213.58,27.8,0.0,0.26,0.04,79.39,1,Channel_A,Area_A
R12367,60,610.43,1,6.69,0.0,98.23,0.54,0.35,8.6,1,Channel_A,Area_C
R24347,23,0.0,1,0.0,0.09,158.77,,0.39,38.85,1,Channel_C,Area_A
R49402,18,0.0,1,8.68,0.0,137.69,0.66,0.41,13.6,2,Channel_A,Area_B
R37201,42,0.0,1,136.64,0.1,127.39,0.55,0.12,57.74,2,Channel_C,Area_B
R19816,20,0.0,1,0.0,,84.92,0.31,0.06,19.92,4,Channel_A,Area_B
R17170,64,22653.26,1,14.69,0.0,274.59,0.26,0.08,17.1,2,Channel_B,Area_A
R18410,67,63917.93,72,486.77,12.62,2.09,0.06,0.11,,2,Channel_A,Area_B
R00587,31,43803.91,1,7.78,,53.27,0.44,0.28,73.04,1,Channel_A,Area_A
R42511,32,,49,88.05,1.72,61.19,0.44,0.28,70.26,2,Channel_C,Area_A
R24267,56,100263.55,1,0.0,0.11,437.18,0.59,0.15,93.32,2,Channel_C,Area_A
R38076,22,10.16,1,2.41,0.0,143.46,0.41,0.12,147.61,2,Channel_C,Area_C
R14085,46,123142.65,72,876.3,34.23,1.52,0.23,0.0,62.89,0,Channel_A,Area_A
R49995,66,0.0,1,2.15,0.0,153.91,0.29,0.18,37.8,1,Channel_A,Area_A
R33241,22,93010.46,58,550.62,11.44,28.37,0.02,0.05,62.71,0,Channel_C,Area_A
R21605,29,126976.51,72,1088.95,16.27,6.94,0.27,0.02,119.4,2,Channel_C,Area_C
R44626,46,116.08,1,0.0,0.0,126.53,0.38,0.23,3.81,3,Channel_A,Area_B
R02816,45,124.57,1,0.0,0.11,98.49,0.49,0.26,84.12,1,Channel_A,Area_A
R43957,58,7.59,42,388.6,0.0,271.68,0.65,0.37,70.21,1,Channel_A,Area_A
R48795,54,,1,7.91,0.0,154.27,0.63,0.17,33.9,1,Channel_A,Area_A
R16488,53,77756.38,72,760.45,10.43,41.68,0.0,0.32,42.39,1,Channel_C,Area_A
R33647,19,1288.15,1,0.0,0.07,182.62,0.6,0.3,11.72,1,Channel_A,Area_B
R44812,24,20713.18,36,0.0,1.53,32.53,0.38,0.42,120.66,0,Channel_A,Area_A
R35450,19,27565.58,1,155.12,0.02,141.0,0.5,0.14,,2,Channel_C,Area_A
R43199,56,41.17,1,0.0,0.0,235.43,0.25,0.22,49.0,1,Channel_A,Area_A
R38839,36,1291.57,1,0.0,0.03,114.53,0.39,,53.95,2,Channel_A,Area_A
R32947,33,3918.35,1,,1.38,58.0,0.21,0.07,58.59,0,Channel_A,Area_A
R25624,42,103457.35,12,5.84,3.24,30.87,,0.05,132.12,0,Channel_A,Area_A
R09457,21,104742.16,72,1089.84,20.84,0.0,0.0,0.18,71.85,2,Channel_A,Area_C
R17953,54,79895.21,72,406.43,9.53,6.56,0.2,0.16,48.66,2,Channel_B,Area_A
R41410,49,16592.16,2,107.42,2.99,43.39,0.34,0.24,127.64,1,Channel_A,Area_C
R13326,21,0.0,1,,,115.19,0.34,0.04,35.22,2,Channel_A,Area_B
R07273,49,93100.78,47,0.0,1.76,26.24,0.41,0.39,55.34,2,Channel_C,Area_C
R33117,64,0.0,1,271.6,0.0,156.06,0.61,0.12,36.58,,Channel_C,Area_B
R49686,38,16185.19,33,,0.08,135.59,0.47,0.15,102.44,3,Channel_A,Area_A
R30846,30,57275.2,72,535.92,14.11,2.21,0.46,0.2,81.58,4,Channel_A,Area_A
R02691,69,7833.37,14,331.59,7.59,60.1,,0.12,80.42,3,Channel_C,Area_C
R25522,57,58737.92,72,471.14,9.86,1.15,0.22,0.08,86.52,1,Channel_A,Area_C
R46534,49,50204.75,1,2.27,0.0,65.24,0.8,0.33,38.24,1,Channel_B,Area_C
R43247,31,86909.88,72,464.41,8.96,3.61,0.11,,60.82,3,Channel_A,Area_A
R23493,66,5984.45,56,166.95,0.0,109.29,0.21,0.28,50.62,5,Channel_A,Area_A
R27452,34,,1,0.0,0.06,92.92,0.47,0.03,41.87,3,Channel_C,Area_A
R05446,34,21226.5,1,65.17,6.43,32.46,0.19,0.1,239.92,2,Channel_A,Area_A
R20453,48,59523.42,72,473.46,8.04,0.0,0.29,0.0,78.05,1,Channel_A,Area_A
R17360,27,65102.32,72,595.91,12.7,21.31,0.64,0.1,19.21,4,Channel_A,Area_C
R43662,34,14558.16,1,55.85,3.32,38.76,0.47,0.17,25.57,0,Channel_A,Area_A
R15477,66,214.14,1,0.0,0.0,271.78,0.46,0.25,42.2,1,Channel_C,Area_B
R41151,43,185.64,1,6.25,0.02,158.96,0.35,0.12,2.9,3,Channel_A,Area_A
R41925,43,4493.78,4,96.72,5.5,42.69,0.23,0.15,53.46,1,Channel_A,Area_A
R21443,44,101628.38,1,0.76,0.0,144.16,,0.29,5.3,2,Channel_B,Area_B
R42267,47,317.11,1,2.53,0.0,154.81,0.56,0.22,,1,Channel_A,Area_A
R04836,37,278.8,1,0.0,0.1,93.84,0.43,0.07,0.0,1,Channel_B,Area_A
R00331,18,0.0,1,0.0,0.27,204.33,0.75,0.39,52.3,0,Channel_C,Area_A
R03864,60,76797.96,46,415.51,0.69,144.47,0.35,0.34,27.7,0,Channel_C,Area_A
R11558,29,52139.19,72,370.1,11.87,0.37,0.0,0.09,27.56,2,Channel_C,Area_A
R33423,62,0.0,1,2.67,0.08,74.71,0.4,0.15,101.92,2,Channel_C,Area_A
R19772,33,316.35,1,0.0,0.02,153.3,0.39,0.26,18.09,1,Channel_A,Area_B
R27332,56,92266.97,72,475.87,10.88,8.37,0.03,0.23,57.73,1,Channel_C,Area_C
R35781,33,82727.35,47,387.13,12.31,1.7,0.11,0.13,82.63,4,Channel_A,Area_B
R13420,54,615.61,1,4.38,0.0,98.8,0.52,0.1,66.96,1,Channel_B,Area_A
R26112,49,,72,1208.29,18.37,21.38,0.32,0.18,92.36,0,Channel_A,Area_B
R00022,20,65754.18,18,192.77,4.2,57.7,0.28,0.17,111.74,2,Channel_A,Area_A
R43878,49,0.0,1,0.6,0.0,253.98,0.34,0.14,,3,Channel_C,Area_C
R46015,26,99256.36,72,1123.82,17.94,6.62,0.0,0.1,,,Channel_C,Area_A
R16679,20,41808.29,1,0.0,0.14,147.97,0.45,0.12,8.71,5,Channel_A,Area_C
R23814,60,125245.33,72,676.43,10.05,38.62,0.46,0.22,103.52,2,Channel_A,Area_A
R17219,50,986.97,1,0.0,0.1,128.29,0.27,0.28,18.92,4,Channel_A,Area_A
R18912,28,8166.25,23,,3.82,79.01,0.24,0.22,100.97,0,Channel_A,Area_B
R39757,39,26009.71,1,0.0,0.08,81.02,0.21,0.28,29.33,0,Channel_A,Area_C
R49885,44,,19,33.19,0.24,81.7,0.41,0.11,85.18,3,Channel_A,Area_A
R20412,57,,1,449.38,3.54,80.85,0.52,0.19,41.05,,Channel_C,Area_A
R34641,20,82941.33,72,375.22,11.85,0.31,0.22,0.25,122.61,3,Channel_A,Area_A
R07944,41,141248.17,72,1610.33,19.42,0.34,0.4,0.0,77.26,0,Channel_A,Area_C
R49997,70,147364.02,72,868.43,17.46,0.0,0.17,0.03,152.01,0,Channel_C,Area_A
R13066,32,0.0,1,329.91,0.04,160.89,0.33,,49.19,1,Channel_B,Area_B
R22594,69,0.0,1,6.87,0.01,194.43,0.69,,15.83,2,Channel_A,Area_B
R03843,44,33.02,1,2.8,0.0,128.76,0.62,0.13,64.66,1,Channel_C,Area_A
R41166,43,0.0,1,0.0,0.01,140.08,0.24,,2.5,0,Channel_B,Area_A
R48650,46,99596.33,72,1110.1,14.29,70.52,0.0,0.0,103.61,1,Channel_B,Area_C
R02336,51,538.97,1,0.0,0.18,146.86,0.63,0.44,15.74,0,Channel_B,Area_B
R34228,37,22827.26,1,154.72,3.23,54.35,0.45,0.13,18.78,0,Channel_A,Area_A
R20986,62,540.43,1,0.84,0.0,114.01,0.38,0.09,101.17,0,Channel_C,Area_A
R09010,36,94018.92,58,175.57,2.05,60.58,0.3,0.16,,3,Channel_C,Area_A
R26812,19,124525.07,72,1177.08,21.32,0.32,0.32,0.28,109.66,1,Channel_C,Area_C
R32631,26,47.57,1,0.0,0.09,66.29,0.33,0.13,,0,Channel_A,Area_C
R47122,51,75395.23,72,411.32,10.24,0.0,0.39,0.11,114.99,4,Channel_A,Area_A
R26367,30,109068.81,72,979.15,22.25,0.0,0.0,0.0,58.7,2,Channel_A,Area_A
R27613,50,0.0,1,3.36,0.05,117.49,0.26,0.23,,2,Channel_A,Area_B
R43195,67,,1,4.71,0.13,121.26,0.26,0.2,6.36,0,Channel_C,Area_C
R16931,49,54636.51,72,359.77,13.1,3.12,0.03,0.23,53.77,0,Channel_B,Area_C
R00020,61,327.53,1,1.46,0.18,148.77,0.51,0.17,64.6,3,Channel_B,Area_A
R25610,70,3674.79,1,100.37,1.96,67.52,0.35,0.1,76.27,4,Channel_A,Area_A
R21749,68,51949.06,72,634.36,9.75,30.46,0.0,0.13,,1,Channel_A,Area_A
R45697,33,11829.75,19,0.0,0.49,47.99,0.42,0.18,17.79,0,Channel_A,Area_A
R00793,69,45732.6,72,,10.21,33.47,0.16,0.09,177.93,2,Channel_C,Area_C
R40685,22,89916.69,72,275.82,7.23,0.0,0.07,0.26,38.75,0,Channel_A,Area_A
R05165,63,20815.46,19,144.73,1.72,67.57,0.21,,,0,Channel_A,Area_C
R25574,49,30194.26,1,7.08,0.07,106.6,0.49,0.08,1.17,2,Channel_A,Area_A
R32273,70,21181.43,59,0.0,1.21,46.85,0.35,0.35,159.26,2,Channel_A,Area_B
R37936,28,57338.1,72,574.7,9.22,27.95,0.16,0.07,47.25,0,Channel_A,Area_B
R34581,63,,1,0.0,0.0,162.24,0.36,0.14,31.7,2,Channel_B,Area_A
R00999,65,13821.27,1,0.27,0.14,225.85,0.39,0.19,14.94,2,Channel_A,Area_A
R15903,36,1024.5,1,363.95,2.97,98.3,0.5,,,0,Channel_C,Area_A
R06608,43,,72,1225.1,18.24,8.05,0.09,,77.84,1,Channel_B,Area_C
R38761,69,54037.84,72,343.92,14.38,0.0,0.26,0.0,50.75,2,Channel_A,Area_C
R35771,49,48925.43,52,0.0,1.75,51.7,0.27,0.15,129.26,4,Channel_B,Area_A
R33926,48,18460.65,15,22.79,0.17,53.84,0.23,0.54,95.9,3,Channel_A,Area_B
R14884,20,39589.86,67,339.68,10.18,0.09,0.42,0.2,87.3,0,Channel_C,Area_A
R15474,28,488.8,1,0.0,0.14,148.5,0.44,0.24,94.58,0,Channel_A,Area_B
R49990,49,0.0,1,295.69,0.02,368.15,0.5,0.32,23.36,2,Channel_C,Area_A
R34931,64,61020.51,72,,9.7,11.47,0.02,0.0,152.2,0,Channel_A,Area_A
R17147,40,977.06,1,0.96,0.09,147.71,0.52,0.22,6.35,2,Channel_A,Area_C
R45761,69,11869.65,1,3.78,0.02,156.17,0.4,0.35,44.3,1,Channel_B,Area_A
R48634,67,59824.59,60,521.43,7.14,89.76,0.03,0.16,48.08,0,Channel_B,Area_A
R20247,65,0.0,1,0.0,0.04,134.75,0.61,0.2,112.77,3,Channel_B,Area_B
R07251,60,60318.58,72,308.94,12.13,0.88,0.07,0.19,36.62,0,Channel_C,Area_C
R32196,38,11553.09,21,179.89,0.47,117.87,0.21,0.13,49.46,4,Channel_B,Area_B
R06920,24,347.8,28,127.71,3.66,57.99,0.35,0.23,0.34,3,Channel_A,Area_A
R24414,40,11147.23,40,123.08,1.02,75.66,0.47,0.06,126.46,0,Channel_A,Area_B
R15986,33,670.19,1,111.0,0.0,183.33,0.29,0.33,12.64,1,Channel_A,Area_B
R40729,44,116.77,1,0.0,0.0,112.37,0.5,0.13,,1,Channel_C,Area_A
R07902,58,0.0,1,0.33,0.0,129.89,0.4,0.11,,4,Channel_A,Area_A
R05836,51,0.0,1,0.0,0.0,177.91,0.65,,68.2,3,Channel_A,Area_A
R03692,51,31987.95,1,220.33,0.0,218.2,0.47,0.1,73.37,2,Channel_B,Area_B
R47987,22,1157.13,1,0.0,15.56,23.53,0.4,0.18,17.88,3,Channel_A,Area_B
R11121,21,,37,10.75,1.3,33.31,0.43,0.43,10.88,2,Channel_B,Area_B
R46542,30,20554.8,5,253.23,7.0,53.85,0.62,0.11,82.32,1,Channel_A,Area_B
R26904,61,0.0,1,3.21,0.02,90.32,0.43,0.2,4.34,1,Channel_C,Area_C
R36318,52,0.0,1,0.0,0.01,114.97,0.63,0.2,0.5,1,Channel_B,Area_A
R09287,25,101935.49,72,419.97,12.06,0.31,0.08,0.02,99.29,0,Channel_B,Area_B
R32982,50,51793.24,72,379.96,13.41,1.81,0.18,0.0,81.17,2,Channel_A,Area_A
R15234,34,388.45,1,3.4,0.14,87.43,0.24,0.13,74.97,0,Channel_B,Area_B
R25770,67,0.0,1,308.14,0.0,705.07,0.29,0.24,116.65,1,Channel_B,Area_A
R24276,64,0.0,1,0.0,,77.67,0.41,0.35,0.24,0,Channel_C,Area_C
R14629,60,43298.26,43,534.43,6.95,82.53,0.3,0.1,,2,Channel_A,Area_B
R01170,45,0.0,41,231.24,0.87,89.76,0.28,0.1,30.2,0,Channel_C,Area_C
R22802,47,0.0,1,0.0,0.06,291.1,0.63,0.08,33.04,4,Channel_A,Area_A
R30315,18,71336.26,72,470.14,10.02,1.82,0.18,0.08,90.82,0,Channel_C,Area_A
R12045,20,89335.96,72,372.15,9.02,0.0,0.0,0.18,81.04,1,Channel_A,Area_A
R18924,20,7563.01,4,190.8,6.21,42.08,0.27,0.25,49.25,1,Channel_B,Area_A
R49548,51,6236.41,21,125.17,6.88,27.53,0.38,0.11,155.12,2,Channel_C,Area_C
R28087,61,60234.12,72,575.57,9.22,38.17,0.19,0.05,60.31,0,Channel_B,Area_B
R29170,31,,1,3.6,,163.72,0.41,0.1,49.53,0,Channel_C,Area_C
R12112,47,11562.43,1,1.1,10.56,31.04,0.21,0.12,59.95,2,Channel_A,Area_A
R37382,43,28199.99,1,0.0,11.83,13.28,0.23,0.05,60.42,1,Channel_C,Area_A
R19714,32,192117.51,72,681.31,9.06,62.13,0.48,0.34,115.29,1,Channel_A,Area_A
R16063,51,67140.28,72,363.0,14.62,0.12,0.16,0.18,86.27,3,Channel_A,Area_A
R14224,24,76667.18,72,484.53,9.2,19.28,0.09,0.38,65.16,3,Channel_B,Area_A
R31625,65,0.0,1,5.43,0.13,116.78,0.35,0.16,46.06,3,Channel_A,Area_C
R39623,46,19779.89,13,93.71,5.87,36.75,0.08,0.1,33.38,3,Channel_C,Area_C
R38078,58,110.59,1,0.0,0.01,83.6,0.29,0.12,0.0,0,Channel_A,Area_B
R24622,40,17193.41,1,786.94,6.04,118.71,0.17,0.06,62.08,2,Channel_B,Area_B
R04131,60,19879.83,38,175.53,1.13,82.49,0.33,0.05,183.28,2,Channel_B,Area_A
R15514,35,,1,0.0,0.0,261.14,0.24,0.23,0.0,2,Channel_B,Area_B
R03313,60,88.91,1,2.47,,114.41,0.47,0.3,13.62,4,Channel_A,Area_A
R12147,30,0.0,1,0.0,0.0,194.23,0.45,0.19,14.13,1,Channel_B,Area_C
R36888,32,65880.89,72,625.42,13.27,7.42,0.3,0.07,,3,Channel_A,Area_C
R43668,36,1856.12,1,364.15,3.75,86.4,0.54,0.11,78.02,3,Channel_C,Area_A
R45899,56,41941.84,18,305.42,0.0,213.25,0.22,0.35,76.74,1,Channel_C,Area_B
R11135,46,2.68,1,0.0,0.0,91.14,0.43,0.29,,1,Channel_A,Area_B
R20940,64,111807.6,68,426.39,15.79,0.82,0.19,0.16,61.72,1,Channel_C,Area_A
R45703,57,640.3,1,0.0,,130.48,0.3,0.14,111.0,1,Channel_A,Area_B
R04444,33,106974.3,72,873.25,25.49,0.0,0.0,0.1,113.93,1,Channel_A,Area_A
R33594,24,0.0,1,232.89,2.2,99.02,0.68,0.05,,1,Channel_C,Area_B
R33818,31,43243.96,1,6.73,8.16,36.27,0.28,0.12,17.05,1,Channel_A,Area_C
R47208,35,40500.19,7,0.0,0.98,42.99,0.22,0.31,83.55,2,Channel_A,Area_B
R04381,35,54860.86,72,,9.9,70.94,0.08,0.1,76.5,0,Channel_B,Area_C
R19478,30,,72,932.06,,0.25,0.06,0.2,75.58,2,Channel_B,Area_C
R47391,32,114487.63,67,277.57,13.3,1.16,0.18,0.19,62.04,2,Channel_C,Area_B
R11570,39,,1,258.14,3.24,83.0,0.31,0.1,12.35,1,Channel_A,Area_A
R00159,67,11600.51,10,184.0,0.0,120.27,0.25,0.33,7.32,2,Channel_B,Area_A
R46615,60,0.0,1,0.0,0.13,172.05,0.61,0.09,95.11,1,Channel_A,Area_A
R31268,65,,10,135.81,4.8,47.12,0.2,0.33,47.69,1,Channel_C,Area_B
R37724,60,42187.34,19,107.61,0.0,117.68,0.28,0.29,58.23,1,Channel_C,Area_A
R47433,68,35.08,1,0.38,0.0,77.23,0.38,0.2,13.67,2,Channel_A,Area_B
R37351,55,0.0,1,85.26,0.01,598.48,0.3,0.15,33.98,4,Channel_C,Area_C
R10511,46,123.56,1,117.55,0.0,447.1,0.63,0.17,26.61,4,Channel_C,Area_A
R45920,22,0.0,1,138.37,0.0,223.96,0.34,0.11,29.31,,Channel_A,Area_C
R32080,33,710.04,1,0.0,0.0,166.91,0.82,0.54,18.55,1,Channel_C,Area_A
R42029,63,5649.35,12,115.21,9.3,30.31,0.24,0.27,59.0,2,Channel_B,Area_A
R00409,46,1277.98,1,0.0,0.0,179.61,0.43,0.29,0.0,3,Channel_A,Area_A
R02572,19,2008.66,1,0.76,0.07,146.3,0.3,0.09,0.0,4,Channel_C,Area_A
R32175,43,61914.57,72,358.15,11.56,0.82,0.0,0.31,57.89,,Channel_C,Area_C
R45769,64,0.0,1,0.0,0.0,258.92,0.44,0.21,46.43,1,Channel_C,Area_B
R13490,38,756.91,1,0.0,0.0,104.6,0.31,0.26,0.35,1,Channel_A,Area_B
R35957,69,743.6,1,1.01,4.22,92.57,0.33,0.18,28.89,1,Channel_A,Area_A
R15916,50,13387.44,1,201.37,5.37,38.51,0.2,0.09,92.07,1,Channel_A,Area_A
R18542,49,108403.83,72,770.64,23.85,0.0,0.02,0.0,85.5,1,Channel_A,Area_A
R07640,55,135975.99,72,1308.33,25.84,0.0,0.2,,90.94,1,Channel_B,Area_B
R42353,42,22268.84,40,183.34,0.23,165.87,0.37,0.0,99.47,1,Channel_A,Area_C
R30493,30,34.03,1,0.0,0.1,148.78,0.23,0.42,227.63,4,Channel_A,Area_A
R31261,46,0.0,1,0.0,0.0,161.2,,0.24,0.51,3,Channel_A,Area_A
R00069,40,98011.47,72,302.83,10.48,0.72,0.06,0.03,303.26,1,Channel_C,Area_B
R10897,20,0.0,1,10.23,0.0,111.69,0.32,0.13,150.52,3,Channel_C,Area_B
R02588,27,89787.48,72,1356.49,16.62,65.85,0.29,0.0,52.67,3,Channel_A,Area_A
R36561,42,140162.36,72,785.18,8.68,72.41,0.06,0.05,38.56,1,Channel_C,Area_C
R32712,18,0.0,1,0.99,0.0,92.3,0.46,0.33,0.0,,Channel_A,Area_B
R37009,30,80.88,1,0.0,0.04,137.53,0.27,0.09,42.97,0,Channel_B,Area_C
R16939,64,85369.45,72,484.88,13.18,0.0,0.01,0.1,,1,Channel_A,Area_B
R01071,22,106846.87,72,1060.23,18.6,0.0,0.05,0.21,182.55,3,Channel_C,Area_C
R25801,24,15751.56,53,0.0,1.8,24.66,,0.11,98.92,5,Channel_A,Area_A
R14709,50,,1,1.26,,134.33,0.4,0.29,49.54,,Channel_B,Area_A
R17599,64,73790.5,9,156.83,,49.91,0.12,0.32,44.23,1,Channel_A,Area_A
R42828,30,0.0,1,1.47,0.0,92.22,0.66,0.35,1.34,6,Channel_A,Area_B
R05513,59,0.0,1,106.1,0.0,227.01,0.4,0.06,53.66,3,Channel_A,Area_A
R42852,19,88470.3,72,516.62,9.37,17.41,0.0,0.03,25.35,2,Channel_A,Area_B
R33283,27,119332.39,72,497.91,12.91,0.0,0.04,0.04,37.35,1,Channel_A,Area_C
R42612,44,0.0,1,0.73,0.09,80.18,0.5,0.08,5.12,4,Channel_A,Area_B
R31496,23,51678.38,72,673.46,10.72,43.82,0.21,0.52,53.18,0,Channel_A,Area_B
